ano_mes,group_ab,group_xy,idade,renda,relacionamento,score_ext_1,score_ext_2,score_final,flag_1,score_ext_1_status,score_ext_2_status,score_final_status
202306,A,Y,46,5k~10k,1,53,961,0,1,score válido,score válido,score válido
202306,B,Y,59,5k~10k,1,136,775,0,1,score válido,score válido,score válido
202306,B,Y,64,3k~5k,0,107,514,0,1,score válido,score válido,score válido
202306,B,X,95,3k~5k,1,339,60,342,1,score válido,score válido,score válido
202306,A,Y,27,5k~10k,0,62,959,0,1,score válido,score válido,score válido
202306,B,X,38,30k+,1,300,28,280,1,score válido,score válido,score válido
202306,A,Y,44,30k+,1,80,926,0,1,score válido,score válido,score válido
202306,B,Y,57,5k~10k,0,526,-1,348,1,score válido,score especial - sem cadastro na base,score válido
202306,B,Y,76,5k~10k,0,919,567,381,1,score válido,score válido,score válido
202306,B,Y,69,5k~10k,0,662,289,309,1,score válido,score válido,score válido
202306,A,Y,35,<1k,0,74,431,0,1,score válido,score válido,score válido
202306,B,X,58,5k~10k,0,42,951,0,1,score válido,score válido,score válido
202306,B,Y,92,1k~3k,1,782,572,443,1,score válido,score válido,score válido
202306,A,Y,37,1k~3k,1,65,945,0,1,score válido,score válido,score válido
202306,A,Y,94,,0,924,158,550,1,score válido,score válido,score válido
202306,A,Y,102,1k~3k,1,209,192,220,1,score válido,score válido,score válido
202306,B,Y,28,,0,482,565,105,1,score válido,score válido,score válido
202306,A,Y,70,5k~10k,0,447,23,333,1,score válido,score válido,score válido
202306,B,X,47,<1k,0,798,81,561,1,score válido,score válido,score válido
202306,A,Y,95,1k~3k,0,345,969,0,1,score válido,score válido,score válido
202306,B,X,73,1k~3k,1,289,83,281,1,score válido,score válido,score válido
202306,B,Y,17,3k~5k,0,515,753,68,1,score válido,score válido,score válido
202306,A,Y,83,3k~5k,0,465,690,97,1,score válido,score válido,score válido
202306,A,X,22,3k~5k,0,800,748,251,1,score válido,score válido,score válido
202306,B,X,64,5k~10k,0,794,561,357,1,score válido,score válido,score válido
202306,A,Y,85,10k~20k,0,577,539,198,1,score válido,score válido,score válido
202306,B,Y,73,1k~3k,1,981,567,591,1,score válido,score válido,score válido
202306,B,Y,49,3k~5k,1,837,8,701,1,score válido,score válido,score válido
202306,A,Y,24,10k~20k,1,251,733,7,1,score válido,score válido,score válido
202306,B,Y,32,5k~10k,0,49,355,0,1,score válido,score válido,score válido
202306,B,Y,20,10k~20k,1,616,745,178,1,score válido,score válido,score válido
202306,B,Y,72,5k~10k,0,206,918,0,1,score válido,score válido,score válido
202306,B,X,70,1k~3k,0,647,168,335,1,score válido,score válido,score válido
202306,A,Y,94,5k~10k,0,151,250,0,1,score válido,score válido,score válido
202306,A,Y,69,20k~30k,0,837,406,437,1,score válido,score válido,score válido
202306,A,Y,53,,0,303,741,0,1,score válido,score válido,score válido
202306,A,Y,45,<1k,1,231,306,144,1,score válido,score válido,score válido
202306,B,X,63,1k~3k,0,332,534,10,1,score válido,score válido,score válido
202306,A,Y,52,<1k,0,741,627,289,1,score válido,score válido,score válido
202306,A,Y,60,1k~3k,1,596,287,391,1,score válido,score válido,score válido
202306,B,X,68,5k~10k,1,51,-2,110,1,score válido,score especial - no hit,score válido
202306,B,X,99,3k~5k,0,100,369,0,1,score válido,score válido,score válido
202306,B,Y,91,5k~10k,1,828,136,602,1,score válido,score válido,score válido
202306,B,X,87,<1k,1,580,822,179,1,score válido,score válido,score válido
202306,A,Y,47,3k~5k,0,287,760,0,1,score válido,score válido,score válido
202306,A,Y,65,1k~3k,1,335,749,72,1,score válido,score válido,score válido
202306,B,Y,88,5k~10k,0,369,676,0,1,score válido,score válido,score válido
202306,A,Y,93,3k~5k,1,66,139,75,1,score válido,score válido,score válido
202306,A,Y,21,5k~10k,0,268,747,0,1,score válido,score válido,score válido
202306,A,Y,85,1k~3k,0,293,622,0,1,score válido,score válido,score válido
202306,A,X,74,1k~3k,1,957,898,354,1,score válido,score válido,score válido
202306,B,X,74,5k~10k,0,149,381,0,1,score válido,score válido,score válido
202306,B,Y,29,30k+,0,173,822,0,1,score válido,score válido,score válido
202306,B,Y,40,10k~20k,0,870,386,465,1,score válido,score válido,score válido
202306,A,Y,72,20k~30k,1,917,1,764,1,score válido,score válido,score válido
202306,B,X,33,1k~3k,0,742,841,223,1,score válido,score válido,score válido
202306,A,Y,67,5k~10k,1,125,626,0,1,score válido,score válido,score válido
202306,B,X,97,30k+,0,445,299,183,1,score válido,score válido,score válido
202306,A,Y,52,,0,556,648,153,1,score válido,score válido,score válido
202306,B,Y,68,<1k,1,545,355,318,1,score válido,score válido,score válido
202306,A,X,32,1k~3k,1,731,185,537,1,score válido,score válido,score válido
202306,B,X,15,1k~3k,1,503,906,61,1,score válido,score válido,score válido
202306,B,Y,84,1k~3k,0,658,179,358,1,score válido,score válido,score válido
202306,B,Y,34,1k~3k,1,978,281,673,1,score válido,score válido,score válido
202306,B,Y,45,3k~5k,0,235,646,0,1,score válido,score válido,score válido
202306,B,Y,32,3k~5k,0,316,719,0,1,score válido,score válido,score válido
202306,B,Y,31,<1k,0,206,421,0,1,score válido,score válido,score válido
202306,B,X,46,3k~5k,0,249,225,92,1,score válido,score válido,score válido
202306,A,Y,77,,0,175,168,89,1,score válido,score válido,score válido
202306,B,Y,70,3k~5k,1,220,601,0,1,score válido,score válido,score válido
202306,A,Y,103,10k~20k,0,838,18,607,1,score válido,score válido,score válido
202306,B,Y,56,1k~3k,0,288,397,72,1,score válido,score válido,score válido
202306,B,X,92,3k~5k,0,933,804,349,1,score válido,score válido,score válido
202306,B,Y,83,30k+,0,863,927,271,1,score válido,score válido,score válido
202306,B,X,77,30k+,0,105,238,0,1,score válido,score válido,score válido
202306,B,Y,73,1k~3k,0,699,772,185,1,score válido,score válido,score válido
202306,A,X,85,3k~5k,1,307,235,223,1,score válido,score válido,score válido
202306,A,Y,30,3k~5k,0,335,238,113,1,score válido,score válido,score válido
202306,A,Y,21,1k~3k,0,483,379,209,1,score válido,score válido,score válido
202306,B,Y,71,3k~5k,0,127,125,0,1,score válido,score válido,score válido
202306,B,Y,34,3k~5k,0,929,201,552,1,score válido,score válido,score válido
202306,B,X,72,5k~10k,0,964,412,442,1,score válido,score válido,score válido
202306,B,X,22,<1k,0,135,723,0,1,score válido,score válido,score válido
202306,B,X,95,1k~3k,1,196,626,0,1,score válido,score válido,score válido
202306,A,Y,87,5k~10k,1,11,164,87,1,score válido,score válido,score válido
202306,B,Y,63,5k~10k,0,244,104,153,1,score válido,score válido,score válido
202306,A,X,61,5k~10k,1,675,174,469,1,score válido,score válido,score válido
202306,B,Y,73,1k~3k,1,589,267,418,1,score válido,score válido,score válido
202306,B,Y,29,3k~5k,1,604,397,381,1,score válido,score válido,score válido
202306,B,Y,25,5k~10k,0,190,874,0,1,score válido,score válido,score válido
202306,A,X,91,1k~3k,1,406,-1,425,1,score válido,score especial - sem cadastro na base,score válido
202306,A,Y,38,,1,811,633,414,1,score válido,score válido,score válido
202306,A,Y,83,5k~10k,0,255,90,191,1,score válido,score válido,score válido
202306,B,Y,42,<1k,1,589,749,198,1,score válido,score válido,score válido
202306,B,X,37,10k~20k,0,255,929,0,1,score válido,score válido,score válido
202306,A,Y,16,,0,478,11,300,1,score válido,score válido,score válido
202306,B,Y,91,1k~3k,1,770,882,305,1,score válido,score válido,score válido
202306,A,Y,28,<1k,1,414,634,157,1,score válido,score válido,score válido
202306,B,X,101,5k~10k,0,766,522,311,1,score válido,score válido,score válido
202306,A,Y,38,<1k,1,269,551,50,1,score válido,score válido,score válido
202306,B,Y,22,<1k,0,425,917,0,1,score válido,score válido,score válido
202306,B,Y,67,5k~10k,1,289,165,186,1,score válido,score válido,score válido
202306,A,Y,73,,1,990,21,801,1,score válido,score válido,score válido
202306,A,X,15,<1k,1,835,872,308,1,score válido,score válido,score válido
202306,A,Y,82,5k~10k,0,238,577,0,1,score válido,score válido,score válido
202306,B,Y,37,5k~10k,0,177,137,71,1,score válido,score válido,score válido
202306,B,X,92,5k~10k,1,619,696,218,1,score válido,score válido,score válido
202306,A,Y,104,30k+,0,191,905,0,1,score válido,score válido,score válido
202306,B,X,34,3k~5k,0,144,-1,0,1,score válido,score especial - sem cadastro na base,score válido
202306,B,Y,31,5k~10k,0,55,643,0,1,score válido,score válido,score válido
202306,A,X,53,5k~10k,1,332,354,149,1,score válido,score válido,score válido
202306,B,X,93,1k~3k,0,276,54,183,1,score válido,score válido,score válido
202306,B,Y,43,1k~3k,0,147,330,0,1,score válido,score válido,score válido
202306,B,Y,65,1k~3k,0,783,932,185,1,score válido,score válido,score válido
202306,B,Y,84,3k~5k,0,32,309,0,1,score válido,score válido,score válido
202306,B,Y,73,1k~3k,0,912,599,372,1,score válido,score válido,score válido
202306,A,Y,32,3k~5k,0,701,289,344,1,score válido,score válido,score válido
202306,A,X,77,5k~10k,0,356,332,117,1,score válido,score válido,score válido
202306,B,Y,74,1k~3k,0,759,482,402,1,score válido,score válido,score válido
202306,A,Y,61,3k~5k,1,386,924,48,1,score válido,score válido,score válido
202306,B,Y,98,,0,855,351,478,1,score válido,score válido,score válido
202306,B,X,15,,1,256,419,123,1,score válido,score válido,score válido
202306,B,Y,83,30k+,0,345,885,0,1,score válido,score válido,score válido
202306,A,Y,18,3k~5k,1,543,453,300,1,score válido,score válido,score válido
202306,B,X,60,10k~20k,1,888,789,427,1,score válido,score válido,score válido
202306,A,Y,51,1k~3k,0,714,7,507,1,score válido,score válido,score válido
202306,B,Y,100,10k~20k,0,759,113,483,1,score válido,score válido,score válido
202306,B,Y,77,,1,184,670,0,1,score válido,score válido,score válido
202306,A,X,16,30k+,0,376,774,0,1,score válido,score válido,score válido
202306,B,Y,49,1k~3k,0,739,768,270,1,score válido,score válido,score válido
202306,B,Y,33,5k~10k,0,982,538,485,1,score válido,score válido,score válido
202306,B,Y,89,30k+,1,378,212,231,1,score válido,score válido,score válido
202306,A,X,39,20k~30k,0,945,227,535,1,score válido,score válido,score válido
202306,B,Y,56,3k~5k,0,533,182,271,1,score válido,score válido,score válido
202306,B,Y,56,,0,750,436,353,1,score válido,score válido,score válido
202306,A,Y,79,20k~30k,0,41,541,0,1,score válido,score válido,score válido
202306,A,Y,21,<1k,0,3,-2,0,1,score válido,score especial - no hit,score válido
202306,B,X,90,,0,947,314,476,1,score válido,score válido,score válido
202306,B,X,49,5k~10k,0,98,851,0,1,score válido,score válido,score válido
202306,A,Y,80,10k~20k,0,830,389,428,1,score válido,score válido,score válido
202306,A,Y,96,1k~3k,0,160,513,0,1,score válido,score válido,score válido
202306,B,Y,54,,0,627,449,265,1,score válido,score válido,score válido
202306,A,X,23,5k~10k,1,506,128,453,1,score válido,score válido,score válido
202306,B,Y,17,5k~10k,0,114,83,83,1,score válido,score válido,score válido
202306,B,X,65,3k~5k,0,209,211,94,1,score válido,score válido,score válido
202306,A,X,105,20k~30k,1,630,652,282,1,score válido,score válido,score válido
202306,B,Y,43,1k~3k,0,876,870,252,1,score válido,score válido,score válido
202306,A,X,28,1k~3k,1,165,247,185,1,score válido,score válido,score válido
202306,B,Y,86,5k~10k,1,522,319,335,1,score válido,score válido,score válido
202306,B,Y,55,<1k,0,995,341,583,1,score válido,score válido,score válido
202306,B,Y,70,<1k,1,450,739,132,1,score válido,score válido,score válido
202306,A,X,78,1k~3k,0,144,381,0,1,score válido,score válido,score válido
202306,A,X,38,<1k,1,911,510,563,1,score válido,score válido,score válido
202306,A,Y,40,<1k,0,892,676,366,1,score válido,score válido,score válido
202306,B,Y,25,3k~5k,0,25,905,0,1,score válido,score válido,score válido
202306,A,Y,19,3k~5k,0,385,77,182,1,score válido,score válido,score válido
202306,B,X,48,5k~10k,1,963,937,418,1,score válido,score válido,score válido
202306,A,Y,70,1k~3k,0,465,495,131,1,score válido,score válido,score válido
202306,A,Y,53,3k~5k,0,610,85,381,1,score válido,score válido,score válido
202306,A,Y,22,10k~20k,0,221,513,0,1,score válido,score válido,score válido
202306,A,Y,59,1k~3k,0,696,448,309,1,score válido,score válido,score válido
202306,A,X,29,<1k,0,560,165,265,1,score válido,score válido,score válido
202306,B,Y,93,1k~3k,0,570,294,286,1,score válido,score válido,score válido
202306,A,Y,50,3k~5k,0,593,324,260,1,score válido,score válido,score válido
202306,A,X,39,30k+,0,1,426,0,1,score válido,score válido,score válido
202306,B,X,78,10k~20k,0,59,818,0,1,score válido,score válido,score válido
202306,A,Y,55,5k~10k,1,844,411,545,1,score válido,score válido,score válido
202306,A,Y,51,3k~5k,0,614,839,37,1,score válido,score válido,score válido
202306,B,X,56,5k~10k,0,799,402,407,1,score válido,score válido,score válido
202306,B,Y,72,5k~10k,0,605,240,317,1,score válido,score válido,score válido
202306,A,X,99,5k~10k,0,106,380,0,1,score válido,score válido,score válido
202306,B,Y,84,,0,606,16,439,1,score válido,score válido,score válido
202306,B,X,32,10k~20k,0,204,519,0,1,score válido,score válido,score válido
202306,A,Y,68,3k~5k,1,619,-1,528,1,score válido,score especial - sem cadastro na base,score válido
202306,B,Y,85,,1,646,809,193,1,score válido,score válido,score válido
202306,B,Y,105,1k~3k,0,520,538,153,1,score válido,score válido,score válido
202306,B,Y,102,5k~10k,1,21,777,0,1,score válido,score válido,score válido
202306,B,X,54,3k~5k,0,99,662,0,1,score válido,score válido,score válido
202306,B,Y,32,1k~3k,0,556,404,212,1,score válido,score válido,score válido
202306,A,X,101,,1,153,133,193,1,score válido,score válido,score válido
202306,B,Y,16,3k~5k,0,96,375,0,1,score válido,score válido,score válido
202306,A,Y,21,3k~5k,0,127,891,0,1,score válido,score válido,score válido
202306,B,X,51,1k~3k,0,766,4,564,1,score válido,score válido,score válido
202306,B,Y,98,10k~20k,0,450,867,0,1,score válido,score válido,score válido
202306,B,Y,52,1k~3k,0,201,764,0,1,score válido,score válido,score válido
202306,A,Y,24,3k~5k,1,472,298,300,1,score válido,score válido,score válido
202306,B,Y,79,3k~5k,0,765,489,403,1,score válido,score válido,score válido
202306,A,Y,87,1k~3k,0,958,292,521,1,score válido,score válido,score válido
202306,B,X,76,10k~20k,0,851,940,215,1,score válido,score válido,score válido
202306,A,X,49,20k~30k,0,286,265,107,1,score válido,score válido,score válido
202306,A,Y,79,,0,358,545,37,1,score válido,score válido,score válido
202306,A,X,50,5k~10k,0,721,586,227,1,score válido,score válido,score válido
202306,B,Y,55,3k~5k,0,747,883,206,1,score válido,score válido,score válido
202306,B,X,48,3k~5k,0,62,869,0,1,score válido,score válido,score válido
202306,A,X,85,,1,181,557,0,1,score válido,score válido,score válido
202306,A,Y,37,10k~20k,0,127,986,0,1,score válido,score válido,score válido
202306,B,Y,32,5k~10k,0,769,734,251,1,score válido,score válido,score válido
202306,B,Y,79,10k~20k,1,591,342,375,1,score válido,score válido,score válido
202306,B,Y,25,3k~5k,1,796,57,598,1,score válido,score válido,score válido
202306,A,Y,98,10k~20k,0,894,55,636,1,score válido,score válido,score válido
202306,A,Y,34,,1,776,457,495,1,score válido,score válido,score válido
202306,B,Y,46,1k~3k,0,50,42,102,1,score válido,score válido,score válido
202306,B,X,74,3k~5k,0,568,208,303,1,score válido,score válido,score válido
202306,B,Y,65,5k~10k,0,379,147,215,1,score válido,score válido,score válido
202306,B,Y,98,5k~10k,1,295,497,64,1,score válido,score válido,score válido
202306,B,Y,41,3k~5k,0,603,784,108,0,score válido,score válido,score válido
202306,B,Y,82,20k~30k,0,286,87,158,1,score válido,score válido,score válido
202306,B,Y,99,10k~20k,1,450,219,343,1,score válido,score válido,score válido
202306,A,Y,78,5k~10k,1,232,133,173,1,score válido,score válido,score válido
202306,A,X,37,1k~3k,0,954,265,545,1,score válido,score válido,score válido
202306,A,Y,77,10k~20k,0,308,802,0,1,score válido,score válido,score válido
202306,A,Y,19,3k~5k,0,781,908,196,1,score válido,score válido,score válido
202306,A,Y,84,,1,836,617,456,1,score válido,score válido,score válido
202306,A,Y,46,<1k,0,73,864,0,1,score válido,score válido,score válido
202306,B,X,73,5k~10k,0,129,414,0,1,score válido,score válido,score válido
202306,B,Y,84,5k~10k,0,373,328,105,1,score válido,score válido,score válido
202306,A,Y,56,1k~3k,0,282,420,25,1,score válido,score válido,score válido
202306,B,X,104,5k~10k,0,980,101,643,1,score válido,score válido,score válido
202306,B,Y,73,1k~3k,0,64,981,0,1,score válido,score válido,score válido
202306,A,X,23,3k~5k,0,959,907,329,1,score válido,score válido,score válido
202306,B,Y,78,5k~10k,1,353,191,262,1,score válido,score válido,score válido
202306,B,X,79,5k~10k,0,475,850,0,1,score válido,score válido,score válido
202306,B,X,35,3k~5k,1,622,263,394,1,score válido,score válido,score válido
202306,A,Y,36,20k~30k,0,615,382,245,1,score válido,score válido,score válido
202306,A,X,102,5k~10k,0,333,341,109,1,score válido,score válido,score válido
202306,A,X,99,5k~10k,0,459,674,70,1,score válido,score válido,score válido
202306,B,X,93,1k~3k,0,269,101,190,1,score válido,score válido,score válido
202306,A,Y,24,3k~5k,0,247,631,0,1,score válido,score válido,score válido
202306,B,Y,104,<1k,0,72,758,0,1,score válido,score válido,score válido
202306,B,X,88,1k~3k,1,417,475,209,1,score válido,score válido,score válido
202306,B,Y,57,1k~3k,0,345,600,24,1,score válido,score válido,score válido
202306,A,X,104,3k~5k,0,225,680,0,1,score válido,score válido,score válido
202306,A,Y,21,3k~5k,1,121,832,0,1,score válido,score válido,score válido
202306,B,Y,23,1k~3k,0,92,988,0,1,score válido,score válido,score válido
202306,B,Y,70,<1k,1,353,919,0,1,score válido,score válido,score válido
202306,A,Y,91,3k~5k,0,487,201,286,1,score válido,score válido,score válido
202306,A,Y,38,1k~3k,1,702,95,542,1,score válido,score válido,score válido
202306,B,X,95,1k~3k,0,688,846,179,1,score válido,score válido,score válido
202306,A,Y,80,20k~30k,1,67,710,0,1,score válido,score válido,score válido
202306,A,Y,46,3k~5k,1,49,132,89,1,score válido,score válido,score válido
202306,B,Y,64,3k~5k,0,755,172,485,1,score válido,score válido,score válido
202306,A,Y,84,<1k,0,799,323,384,1,score válido,score válido,score válido
202306,B,X,61,3k~5k,0,427,515,120,1,score válido,score válido,score válido
202306,A,Y,40,5k~10k,1,296,986,0,1,score válido,score válido,score válido
202306,B,Y,96,3k~5k,1,144,309,67,1,score válido,score válido,score válido
202306,A,Y,94,5k~10k,0,203,161,75,1,score válido,score válido,score válido
202306,A,Y,19,,1,388,244,223,1,score válido,score válido,score válido
202306,A,Y,67,3k~5k,1,966,684,500,1,score válido,score válido,score válido
202306,A,Y,49,5k~10k,1,587,324,331,1,score válido,score válido,score válido
202306,B,Y,47,1k~3k,0,512,917,40,1,score válido,score válido,score válido
202306,A,X,98,5k~10k,1,439,455,172,1,score válido,score válido,score válido
202306,A,Y,82,<1k,0,-1,135,0,1,score especial - óbito,score válido,score válido
202306,A,X,67,1k~3k,0,171,64,138,1,score válido,score válido,score válido
202306,B,X,72,3k~5k,0,622,499,250,1,score válido,score válido,score válido
202306,A,Y,21,10k~20k,0,598,856,131,1,score válido,score válido,score válido
202306,B,Y,46,10k~20k,0,579,582,156,1,score válido,score válido,score válido
202306,B,X,40,30k+,0,224,562,0,1,score válido,score válido,score válido
202306,A,Y,43,,1,288,630,72,1,score válido,score válido,score válido
202306,B,Y,32,1k~3k,0,552,948,0,1,score válido,score válido,score válido
202306,A,X,52,,0,154,841,0,1,score válido,score válido,score válido
202306,B,Y,103,1k~3k,1,244,702,0,1,score válido,score válido,score válido
202306,B,Y,42,5k~10k,1,803,890,309,1,score válido,score válido,score válido
202306,A,X,79,1k~3k,1,244,611,31,1,score válido,score válido,score válido
202306,B,Y,82,<1k,0,612,533,226,1,score válido,score válido,score válido
202306,A,Y,30,3k~5k,0,599,-1,406,1,score válido,score especial - sem cadastro na base,score válido
202306,A,X,21,1k~3k,1,952,467,590,1,score válido,score válido,score válido
202306,A,X,92,3k~5k,0,536,22,377,1,score válido,score válido,score válido
202306,B,Y,66,1k~3k,1,458,782,78,1,score válido,score válido,score válido
202306,B,X,16,1k~3k,0,329,-1,232,1,score válido,score especial - sem cadastro na base,score válido
202306,B,Y,33,1k~3k,0,196,21,164,1,score válido,score válido,score válido
202306,A,Y,27,<1k,1,276,17,256,1,score válido,score válido,score válido
202306,A,Y,89,5k~10k,1,961,395,655,1,score válido,score válido,score válido
202306,B,Y,79,20k~30k,0,962,621,443,1,score válido,score válido,score válido
202306,B,X,49,5k~10k,0,177,911,0,1,score válido,score válido,score válido
202306,A,Y,98,3k~5k,1,52,445,0,1,score válido,score válido,score válido
202306,B,Y,43,20k~30k,1,289,814,0,1,score válido,score válido,score válido
202306,A,Y,54,1k~3k,0,765,509,363,1,score válido,score válido,score válido
202306,B,Y,91,20k~30k,0,378,181,138,1,score válido,score válido,score válido
202306,A,Y,93,5k~10k,0,292,890,0,1,score válido,score válido,score válido
202306,B,Y,75,1k~3k,0,366,764,0,1,score válido,score válido,score válido
202306,A,Y,58,1k~3k,0,208,606,0,1,score válido,score válido,score válido
202306,A,X,27,<1k,0,624,904,71,1,score válido,score válido,score válido
202306,A,Y,83,30k+,0,581,755,156,1,score válido,score válido,score válido
202306,B,X,103,10k~20k,0,345,139,201,1,score válido,score válido,score válido
202306,B,X,103,,1,476,116,446,1,score válido,score válido,score válido
202306,B,X,55,1k~3k,1,-1,393,0,1,score especial - óbito,score válido,score válido
202306,A,Y,69,<1k,0,524,162,295,1,score válido,score válido,score válido
202306,B,X,72,3k~5k,0,834,359,424,1,score válido,score válido,score válido
202306,B,Y,44,3k~5k,0,129,159,16,1,score válido,score válido,score válido
202306,A,Y,58,3k~5k,0,938,911,335,1,score válido,score válido,score válido
202306,A,Y,61,3k~5k,1,518,292,392,1,score válido,score válido,score válido
202306,A,X,23,10k~20k,0,842,862,235,1,score válido,score válido,score válido
202306,A,X,69,10k~20k,0,284,317,109,1,score válido,score válido,score válido
202306,B,Y,16,10k~20k,1,627,36,572,1,score válido,score válido,score válido
202306,B,Y,86,1k~3k,0,272,738,0,1,score válido,score válido,score válido
202306,B,Y,105,<1k,0,814,636,298,1,score válido,score válido,score válido
202306,B,X,84,30k+,1,918,842,393,1,score válido,score válido,score válido
202306,B,Y,85,3k~5k,0,921,875,312,1,score válido,score válido,score válido
202306,A,Y,19,3k~5k,0,786,782,236,1,score válido,score válido,score válido
202306,A,Y,80,10k~20k,0,955,844,356,1,score válido,score válido,score válido
202306,B,Y,50,1k~3k,0,805,354,424,1,score válido,score válido,score válido
202306,A,X,54,3k~5k,0,889,296,494,1,score válido,score válido,score válido
202306,A,X,69,3k~5k,1,318,419,141,1,score válido,score válido,score válido
202306,B,X,36,,1,651,899,287,1,score válido,score válido,score válido
202306,A,Y,40,10k~20k,1,184,766,0,1,score válido,score válido,score válido
202306,B,Y,38,30k+,1,307,607,29,0,score válido,score válido,score válido
202306,B,Y,67,20k~30k,0,565,326,281,1,score válido,score válido,score válido
202306,B,Y,42,1k~3k,1,451,749,139,1,score válido,score válido,score válido
202306,B,X,25,1k~3k,1,892,153,635,1,score válido,score válido,score válido
202306,A,Y,76,,1,187,581,26,1,score válido,score válido,score válido
202306,A,X,46,<1k,1,638,691,284,1,score válido,score válido,score válido
202306,A,Y,46,5k~10k,0,379,15,274,1,score válido,score válido,score válido
202306,B,Y,95,3k~5k,0,294,557,0,0,score válido,score válido,score válido
202306,A,Y,101,10k~20k,1,96,984,0,0,score válido,score válido,score válido
202306,A,Y,98,1k~3k,0,706,380,352,1,score válido,score válido,score válido
202306,A,X,96,10k~20k,0,418,780,0,1,score válido,score válido,score válido
202306,B,X,65,3k~5k,0,836,705,328,1,score válido,score válido,score válido
202306,A,Y,63,5k~10k,1,772,49,660,1,score válido,score válido,score válido
202306,A,X,64,10k~20k,0,430,-1,351,1,score válido,score especial - sem cadastro na base,score válido
202306,B,X,73,5k~10k,0,249,772,0,1,score válido,score válido,score válido
202306,B,X,27,10k~20k,1,792,170,627,1,score válido,score válido,score válido
202306,B,X,73,5k~10k,0,82,316,0,1,score válido,score válido,score válido
202306,A,Y,89,,0,411,545,93,1,score válido,score válido,score válido
202306,B,Y,56,1k~3k,0,780,518,345,1,score válido,score válido,score válido
202306,A,X,88,1k~3k,1,157,138,174,1,score válido,score válido,score válido
202306,B,Y,94,20k~30k,0,509,48,319,1,score válido,score válido,score válido
202306,A,Y,33,<1k,0,781,656,255,1,score válido,score válido,score válido
202306,A,X,96,3k~5k,0,13,854,0,1,score válido,score válido,score válido
202306,A,Y,57,,0,742,985,130,1,score válido,score válido,score válido
202306,B,X,73,3k~5k,0,257,543,0,1,score válido,score válido,score válido
202306,A,Y,46,,0,758,559,351,1,score válido,score válido,score válido
202306,A,Y,105,20k~30k,0,413,745,47,1,score válido,score válido,score válido
202306,B,Y,49,20k~30k,0,12,231,0,1,score válido,score válido,score válido
202306,A,Y,21,1k~3k,0,560,762,124,1,score válido,score válido,score válido
202306,B,X,36,<1k,0,635,132,422,1,score válido,score válido,score válido
202306,B,Y,99,30k+,0,163,583,0,1,score válido,score válido,score válido
202306,B,Y,104,10k~20k,0,504,979,0,1,score válido,score válido,score válido
202306,A,Y,61,3k~5k,1,763,369,514,1,score válido,score válido,score válido
202306,B,X,88,3k~5k,0,55,399,0,1,score válido,score válido,score válido
202306,A,X,40,<1k,0,855,807,298,1,score válido,score válido,score válido
202306,A,Y,96,5k~10k,0,345,539,13,1,score válido,score válido,score válido
202306,B,Y,72,5k~10k,1,967,892,430,1,score válido,score válido,score válido
202306,A,X,86,5k~10k,0,821,217,459,1,score válido,score válido,score válido
