ano_mes,group_ab,group_xy,idade,renda,relacionamento,score_ext_1,score_ext_2,score_final,flag_1,score_ext_1_status,score_ext_2_status,score_final_status
202301,A,X,16,1k~3k,0,967,782,358,1,score válido,score válido,score válido
202301,B,Y,68,3k~5k,0,945,451,454,1,score válido,score válido,score válido
202301,B,X,101,3k~5k,0,328,940,0,1,score válido,score válido,score válido
202301,B,X,15,3k~5k,0,567,476,238,1,score válido,score válido,score válido
202301,A,X,33,1k~3k,1,909,452,532,1,score válido,score válido,score válido
202301,A,X,16,3k~5k,0,-1,781,0,1,score especial - óbito,score válido,score válido
202301,A,Y,67,10k~20k,0,809,818,242,1,score válido,score válido,score válido
202301,A,Y,58,<1k,0,948,545,455,1,score válido,score válido,score válido
202301,A,Y,104,<1k,0,82,163,0,1,score válido,score válido,score válido
202301,B,X,46,3k~5k,1,153,457,0,1,score válido,score válido,score válido
202301,B,Y,84,,0,961,968,294,1,score válido,score válido,score válido
202301,A,Y,46,5k~10k,1,533,748,198,1,score válido,score válido,score válido
202301,A,Y,82,5k~10k,1,4,808,0,1,score válido,score válido,score válido
202301,A,Y,69,3k~5k,0,250,13,222,1,score válido,score válido,score válido
202301,A,Y,89,5k~10k,0,444,457,152,1,score válido,score válido,score válido
202301,A,X,70,<1k,1,690,640,303,1,score válido,score válido,score válido
202301,A,Y,31,5k~10k,0,731,827,181,1,score válido,score válido,score válido
202301,A,Y,52,,0,996,29,762,1,score válido,score válido,score válido
202301,A,Y,38,5k~10k,0,280,850,0,1,score válido,score válido,score válido
202301,A,X,83,30k+,0,534,539,171,1,score válido,score válido,score válido
202301,A,X,84,10k~20k,1,529,181,389,1,score válido,score válido,score válido
202301,A,Y,100,1k~3k,0,400,303,184,1,score válido,score válido,score válido
202301,B,X,25,,0,160,267,44,1,score válido,score válido,score válido
202301,A,X,30,<1k,1,978,521,566,1,score válido,score válido,score válido
202301,B,Y,87,5k~10k,1,852,32,720,1,score válido,score válido,score válido
202301,B,Y,73,1k~3k,0,493,141,358,1,score válido,score válido,score válido
202301,B,Y,84,<1k,1,599,809,201,1,score válido,score válido,score válido
202301,B,X,94,3k~5k,0,219,115,134,1,score válido,score válido,score válido
202301,B,Y,17,1k~3k,1,539,217,373,1,score válido,score válido,score válido
202301,B,X,34,3k~5k,0,692,442,309,1,score válido,score válido,score válido
202301,A,Y,73,5k~10k,0,510,507,151,1,score válido,score válido,score válido
202301,A,Y,50,<1k,1,991,759,516,1,score válido,score válido,score válido
202301,B,Y,33,1k~3k,0,608,436,288,1,score válido,score válido,score válido
202301,B,Y,104,5k~10k,1,364,786,40,1,score válido,score válido,score válido
202301,B,Y,81,3k~5k,0,770,611,343,1,score válido,score válido,score válido
202301,B,X,33,10k~20k,1,162,95,219,1,score válido,score válido,score válido
202301,B,X,34,5k~10k,1,378,139,334,1,score válido,score válido,score válido
202301,B,Y,85,20k~30k,0,340,425,51,1,score válido,score válido,score válido
202301,B,X,66,5k~10k,1,426,384,228,1,score válido,score válido,score válido
202301,B,Y,47,3k~5k,0,780,739,227,1,score válido,score válido,score válido
202301,B,X,54,5k~10k,1,479,572,236,1,score válido,score válido,score válido
202301,B,Y,53,1k~3k,0,792,376,369,1,score válido,score válido,score válido
202301,B,Y,96,3k~5k,1,572,153,463,1,score válido,score válido,score válido
202301,B,Y,15,10k~20k,0,335,211,115,1,score válido,score válido,score válido
202301,A,Y,25,3k~5k,0,808,567,363,1,score válido,score válido,score válido
202301,A,X,71,10k~20k,0,230,412,0,1,score válido,score válido,score válido
202301,B,Y,103,20k~30k,0,216,505,0,1,score válido,score válido,score válido
202301,B,Y,64,30k+,1,499,153,418,1,score válido,score válido,score válido
202301,A,X,37,,0,253,656,0,1,score válido,score válido,score válido
202301,A,Y,45,3k~5k,0,-1,850,0,1,score especial - óbito,score válido,score válido
202301,B,Y,56,3k~5k,0,645,243,360,1,score válido,score válido,score válido
202301,B,Y,21,5k~10k,0,506,481,126,1,score válido,score válido,score válido
202301,B,Y,30,3k~5k,0,440,976,0,1,score válido,score válido,score válido
202301,B,Y,104,5k~10k,1,967,319,590,1,score válido,score válido,score válido
202301,A,Y,74,10k~20k,1,567,587,230,1,score válido,score válido,score válido
202301,A,X,16,5k~10k,0,862,71,576,1,score válido,score válido,score válido
202301,A,Y,15,3k~5k,0,130,598,0,1,score válido,score válido,score válido
202301,B,Y,62,1k~3k,0,565,71,364,1,score válido,score válido,score válido
202301,A,Y,26,3k~5k,0,867,959,238,1,score válido,score válido,score válido
202301,B,Y,83,1k~3k,0,579,710,115,1,score válido,score válido,score válido
202301,B,Y,51,30k+,1,715,784,248,1,score válido,score válido,score válido
202301,B,Y,46,3k~5k,0,366,698,0,1,score válido,score válido,score válido
202301,B,Y,23,1k~3k,1,83,581,0,1,score válido,score válido,score válido
202301,A,Y,33,<1k,0,452,439,134,1,score válido,score válido,score válido
202301,B,X,62,5k~10k,0,388,856,0,1,score válido,score válido,score válido
202301,A,Y,94,5k~10k,0,866,956,218,1,score válido,score válido,score válido
202301,A,Y,17,3k~5k,0,236,489,22,1,score válido,score válido,score válido
202301,A,Y,34,<1k,0,967,931,349,1,score válido,score válido,score válido
202301,A,X,38,3k~5k,1,958,575,524,1,score válido,score válido,score válido
202301,B,Y,68,3k~5k,0,240,529,0,1,score válido,score válido,score válido
202301,B,Y,47,5k~10k,1,341,443,160,1,score válido,score válido,score válido
202301,A,Y,38,5k~10k,0,895,193,584,1,score válido,score válido,score válido
202301,A,X,89,3k~5k,0,967,-2,665,1,score válido,score especial - no hit,score válido
202301,B,Y,86,1k~3k,0,438,226,247,1,score válido,score válido,score válido
202301,B,X,50,,0,314,500,58,1,score válido,score válido,score válido
202301,A,Y,52,3k~5k,0,521,367,196,1,score válido,score válido,score válido
202301,B,X,98,5k~10k,0,685,437,287,1,score válido,score válido,score válido
202301,B,Y,103,1k~3k,0,266,981,0,1,score válido,score válido,score válido
202301,B,X,39,3k~5k,0,734,337,384,1,score válido,score válido,score válido
202301,A,X,32,<1k,0,42,441,0,1,score válido,score válido,score válido
202301,B,X,96,5k~10k,0,39,115,0,1,score válido,score válido,score válido
202301,B,Y,80,,0,380,28,256,1,score válido,score válido,score válido
202301,B,Y,68,3k~5k,1,347,771,0,1,score válido,score válido,score válido
202301,B,Y,49,<1k,0,309,562,16,1,score válido,score válido,score válido
202301,B,Y,94,<1k,1,486,756,128,1,score válido,score válido,score válido
202301,A,Y,75,3k~5k,0,314,132,86,1,score válido,score válido,score válido
202301,B,Y,55,1k~3k,1,184,563,5,1,score válido,score válido,score válido
202301,B,X,47,<1k,0,302,238,96,1,score válido,score válido,score válido
202301,B,X,82,10k~20k,1,975,212,749,1,score válido,score válido,score válido
202301,A,Y,47,3k~5k,0,405,-1,267,1,score válido,score especial - sem cadastro na base,score válido
202301,A,Y,28,1k~3k,1,439,112,330,1,score válido,score válido,score válido
202301,B,X,35,,0,572,295,299,1,score válido,score válido,score válido
202301,B,X,62,1k~3k,0,984,98,632,1,score válido,score válido,score válido
202301,A,X,34,,0,234,986,0,1,score válido,score válido,score válido
202301,B,Y,22,3k~5k,0,678,294,372,1,score válido,score válido,score válido
202301,A,X,21,30k+,0,713,112,417,1,score válido,score válido,score válido
202301,B,Y,81,5k~10k,0,603,182,308,1,score válido,score válido,score válido
202301,B,Y,31,20k~30k,0,79,579,0,1,score válido,score válido,score válido
202301,A,Y,47,,1,674,44,573,1,score válido,score válido,score válido
202301,B,X,62,1k~3k,0,54,860,0,1,score válido,score válido,score válido
202301,B,X,90,,1,592,961,134,1,score válido,score válido,score válido
202301,A,Y,73,3k~5k,0,737,231,441,1,score válido,score válido,score válido
202301,B,Y,100,3k~5k,0,203,439,0,1,score válido,score válido,score válido
202301,A,Y,36,3k~5k,1,840,2,665,1,score válido,score válido,score válido
202301,B,Y,44,5k~10k,1,20,634,0,1,score válido,score válido,score válido
202301,A,Y,52,1k~3k,1,843,402,516,1,score válido,score válido,score válido
202301,A,Y,65,5k~10k,0,455,255,212,1,score válido,score válido,score válido
202301,A,Y,68,5k~10k,0,209,190,77,1,score válido,score válido,score válido
202301,A,Y,22,10k~20k,0,125,647,0,1,score válido,score válido,score válido
202301,B,X,41,20k~30k,0,953,404,524,1,score válido,score válido,score válido
202301,A,X,41,3k~5k,0,63,163,0,1,score válido,score válido,score válido
202301,A,X,35,3k~5k,1,191,683,0,1,score válido,score válido,score válido
202301,B,X,44,1k~3k,1,341,556,77,1,score válido,score válido,score válido
202301,A,Y,42,1k~3k,0,617,856,80,1,score válido,score válido,score válido
202301,B,Y,78,<1k,0,540,99,397,1,score válido,score válido,score válido
202301,B,Y,83,3k~5k,1,116,782,0,1,score válido,score válido,score válido
202301,B,Y,75,1k~3k,0,282,667,0,1,score válido,score válido,score válido
202301,A,X,62,,0,231,97,109,1,score válido,score válido,score válido
202301,A,Y,33,5k~10k,0,205,689,0,1,score válido,score válido,score válido
202301,B,X,18,3k~5k,0,405,430,116,1,score válido,score válido,score válido
202301,A,Y,49,5k~10k,1,701,944,256,1,score válido,score válido,score válido
202301,A,Y,78,1k~3k,0,209,124,113,1,score válido,score válido,score válido
202301,A,Y,63,3k~5k,0,360,636,0,1,score válido,score válido,score válido
202301,A,Y,31,5k~10k,0,385,369,204,1,score válido,score válido,score válido
202301,B,X,58,3k~5k,1,977,956,405,1,score válido,score válido,score válido
202301,B,Y,44,3k~5k,1,955,316,626,1,score válido,score válido,score válido
202301,B,X,60,,0,798,962,219,1,score válido,score válido,score válido
202301,B,X,20,30k+,0,234,900,0,1,score válido,score válido,score válido
202301,A,Y,51,5k~10k,0,58,255,0,1,score válido,score válido,score válido
202301,A,X,38,5k~10k,0,310,800,0,1,score válido,score válido,score válido
202301,B,Y,60,5k~10k,0,259,996,0,1,score válido,score válido,score válido
202301,A,Y,67,1k~3k,0,501,237,264,1,score válido,score válido,score válido
202301,A,Y,74,3k~5k,0,776,425,414,1,score válido,score válido,score válido
202301,B,X,77,<1k,0,857,510,456,1,score válido,score válido,score válido
202301,B,Y,99,3k~5k,0,844,280,448,1,score válido,score válido,score válido
202301,A,Y,46,5k~10k,1,353,-1,386,1,score válido,score especial - sem cadastro na base,score válido
202301,B,Y,101,1k~3k,0,684,204,359,1,score válido,score válido,score válido
202301,B,Y,47,,0,306,267,78,1,score válido,score válido,score válido
202301,A,Y,81,,1,51,432,0,1,score válido,score válido,score válido
202301,B,Y,32,10k~20k,0,699,154,441,1,score válido,score válido,score válido
202301,A,Y,39,5k~10k,1,-1,871,0,1,score especial - óbito,score válido,score válido
202301,B,X,68,30k+,0,403,699,0,1,score válido,score válido,score válido
202301,B,Y,72,1k~3k,0,322,66,206,1,score válido,score válido,score válido
202301,B,Y,81,10k~20k,1,690,643,344,1,score válido,score válido,score válido
202301,A,Y,60,1k~3k,0,764,647,298,1,score válido,score válido,score válido
202301,A,X,38,10k~20k,1,297,956,0,1,score válido,score válido,score válido
202301,A,Y,46,1k~3k,0,810,-2,623,1,score válido,score especial - no hit,score válido
202301,B,Y,61,30k+,0,287,232,103,1,score válido,score válido,score válido
202301,A,Y,100,,0,441,927,0,1,score válido,score válido,score válido
202301,A,X,37,1k~3k,0,724,931,154,1,score válido,score válido,score válido
202301,A,Y,80,3k~5k,0,690,715,165,1,score válido,score válido,score válido
202301,A,Y,41,,0,988,761,368,1,score válido,score válido,score válido
202301,A,Y,16,3k~5k,0,217,73,152,1,score válido,score válido,score válido
202301,B,Y,104,30k+,0,659,504,254,1,score válido,score válido,score válido
202301,A,Y,31,5k~10k,1,606,216,401,1,score válido,score válido,score válido
202301,A,Y,47,3k~5k,0,915,164,531,1,score válido,score válido,score válido
202301,B,Y,23,1k~3k,1,147,807,0,1,score válido,score válido,score válido
202301,B,X,57,1k~3k,0,750,117,514,1,score válido,score válido,score válido
202301,A,Y,62,10k~20k,0,564,458,245,1,score válido,score válido,score válido
202301,A,X,53,3k~5k,1,267,938,0,1,score válido,score válido,score válido
202301,B,X,56,5k~10k,0,469,169,322,1,score válido,score válido,score válido
202301,A,Y,40,3k~5k,0,327,978,0,1,score válido,score válido,score válido
202301,B,Y,64,5k~10k,0,575,995,2,1,score válido,score válido,score válido
202301,A,Y,39,30k+,0,888,547,320,1,score válido,score válido,score válido
