ano_mes,group_ab,group_xy,idade,renda,relacionamento,score_ext_1,score_ext_2,score_final,flag_1,score_ext_1_status,score_ext_2_status,score_final_status
202305,A,X,88,3k~5k,0,177,162,45,0,score válido,score válido,score válido
202305,B,Y,63,5k~10k,0,722,594,307,1,score válido,score válido,score válido
202305,A,Y,94,3k~5k,0,700,409,348,1,score válido,score válido,score válido
202305,A,Y,88,1k~3k,1,383,390,218,1,score válido,score válido,score válido
202305,A,Y,52,1k~3k,0,981,696,458,1,score válido,score válido,score válido
202305,B,X,47,1k~3k,0,866,169,546,1,score válido,score válido,score válido
202305,A,Y,83,20k~30k,1,995,999,371,1,score válido,score válido,score válido
202305,A,Y,73,5k~10k,0,546,538,166,1,score válido,score válido,score válido
202305,A,Y,26,5k~10k,0,214,161,67,1,score válido,score válido,score válido
202305,B,Y,22,1k~3k,0,272,64,140,1,score válido,score válido,score válido
202305,A,Y,84,5k~10k,1,790,749,366,1,score válido,score válido,score válido
202305,A,Y,101,20k~30k,0,355,215,208,1,score válido,score válido,score válido
202305,B,Y,62,1k~3k,1,207,735,0,1,score válido,score válido,score válido
202305,B,Y,81,<1k,1,922,715,456,1,score válido,score válido,score válido
202305,B,Y,52,5k~10k,1,334,997,0,1,score válido,score válido,score válido
202305,B,Y,48,20k~30k,1,72,70,104,1,score válido,score válido,score válido
202305,B,Y,18,5k~10k,0,562,541,207,1,score válido,score válido,score válido
202305,B,X,21,3k~5k,0,546,691,118,1,score válido,score válido,score válido
202305,B,X,99,5k~10k,0,416,176,221,1,score válido,score válido,score válido
202305,B,Y,88,,0,441,774,36,1,score válido,score válido,score válido
202305,B,Y,103,5k~10k,0,212,508,0,1,score válido,score válido,score válido
202305,A,X,91,5k~10k,0,289,360,40,1,score válido,score válido,score válido
202305,A,X,99,5k~10k,0,481,350,251,1,score válido,score válido,score válido
202305,B,Y,97,3k~5k,0,972,353,542,1,score válido,score válido,score válido
202305,B,X,73,5k~10k,0,980,771,361,1,score válido,score válido,score válido
202305,B,Y,22,20k~30k,0,78,960,0,1,score válido,score válido,score válido
202305,B,Y,75,10k~20k,0,906,649,306,1,score válido,score válido,score válido
202305,B,Y,64,1k~3k,0,434,204,233,1,score válido,score válido,score válido
202305,A,Y,98,3k~5k,0,454,103,332,1,score válido,score válido,score válido
202305,B,X,22,5k~10k,1,353,65,357,1,score válido,score válido,score válido
202305,B,Y,30,,1,879,556,525,1,score válido,score válido,score válido
202305,A,Y,62,<1k,0,452,886,0,1,score válido,score válido,score válido
202305,A,Y,76,1k~3k,0,-1,399,0,1,score especial - óbito,score válido,score válido
202305,B,Y,70,10k~20k,0,935,133,590,1,score válido,score válido,score válido
202305,B,Y,42,1k~3k,0,974,433,530,1,score válido,score válido,score válido
202305,B,Y,88,5k~10k,0,427,790,0,1,score válido,score válido,score válido
202305,B,X,35,,1,430,774,125,1,score válido,score válido,score válido
202305,A,Y,58,5k~10k,0,7,384,0,1,score válido,score válido,score válido
202305,B,X,93,3k~5k,0,193,470,0,1,score válido,score válido,score válido
202305,B,X,84,20k~30k,0,111,624,0,1,score válido,score válido,score válido
202305,A,Y,55,10k~20k,0,794,502,387,1,score válido,score válido,score válido
202305,A,Y,49,10k~20k,1,511,227,311,1,score válido,score válido,score válido
202305,A,X,70,1k~3k,0,282,770,0,1,score válido,score válido,score válido
202305,B,Y,99,5k~10k,0,924,426,466,1,score válido,score válido,score válido
202305,B,Y,31,<1k,1,643,330,413,1,score válido,score válido,score válido
202305,A,Y,40,<1k,0,936,267,593,1,score válido,score válido,score válido
202305,B,X,77,<1k,0,246,876,0,1,score válido,score válido,score válido
202305,B,Y,88,1k~3k,1,865,284,643,1,score válido,score válido,score válido
202305,B,X,48,3k~5k,1,854,696,422,1,score válido,score válido,score válido
202305,A,Y,85,,0,896,286,486,1,score válido,score válido,score válido
202305,A,Y,46,<1k,1,816,232,598,0,score válido,score válido,score válido
202305,A,Y,18,10k~20k,0,804,406,454,1,score válido,score válido,score válido
202305,A,Y,24,5k~10k,0,848,942,216,1,score válido,score válido,score válido
202305,A,Y,93,1k~3k,0,895,825,356,1,score válido,score válido,score válido
202305,B,Y,70,3k~5k,0,418,262,125,1,score válido,score válido,score válido
202305,B,Y,49,<1k,1,211,349,132,1,score válido,score válido,score válido
202305,A,X,47,10k~20k,0,62,600,0,1,score válido,score válido,score válido
202305,A,Y,39,1k~3k,0,268,416,63,1,score válido,score válido,score válido
202305,A,Y,61,<1k,0,862,870,259,1,score válido,score válido,score válido
202305,A,Y,25,3k~5k,1,998,539,565,1,score válido,score válido,score válido
202305,A,Y,48,3k~5k,1,417,860,85,1,score válido,score válido,score válido
202305,B,Y,50,5k~10k,1,463,240,232,1,score válido,score válido,score válido
202305,B,Y,31,10k~20k,1,386,679,62,1,score válido,score válido,score válido
202305,B,X,26,5k~10k,0,546,401,219,1,score válido,score válido,score válido
202305,B,Y,94,10k~20k,0,473,87,299,1,score válido,score válido,score válido
202305,B,X,40,1k~3k,0,681,369,378,1,score válido,score válido,score válido
202305,B,Y,88,1k~3k,0,267,326,101,1,score válido,score válido,score válido
202305,A,X,27,,0,397,308,153,1,score válido,score válido,score válido
202305,A,X,96,3k~5k,1,396,620,80,1,score válido,score válido,score válido
202305,B,X,99,<1k,1,312,394,165,1,score válido,score válido,score válido
202305,B,Y,101,20k~30k,0,796,94,510,1,score válido,score válido,score válido
202305,B,Y,101,5k~10k,0,536,194,275,1,score válido,score válido,score válido
202305,B,Y,50,5k~10k,1,556,498,269,1,score válido,score válido,score válido
202305,B,Y,83,1k~3k,0,233,507,0,1,score válido,score válido,score válido
202305,A,Y,59,10k~20k,0,418,17,274,1,score válido,score válido,score válido
202305,B,Y,93,1k~3k,0,338,158,183,1,score válido,score válido,score válido
202305,A,Y,102,<1k,0,907,650,344,1,score válido,score válido,score válido
202305,B,Y,26,1k~3k,0,28,340,0,1,score válido,score válido,score válido
202305,B,Y,97,10k~20k,1,166,321,113,1,score válido,score válido,score válido
202305,B,Y,103,10k~20k,0,657,27,482,1,score válido,score válido,score válido
202305,A,Y,52,1k~3k,0,601,375,308,1,score válido,score válido,score válido
202305,A,X,91,3k~5k,0,712,39,459,1,score válido,score válido,score válido
202305,A,X,102,1k~3k,0,35,268,0,1,score válido,score válido,score válido
202305,A,Y,81,3k~5k,0,882,95,540,1,score válido,score válido,score válido
202305,B,X,90,1k~3k,0,931,835,238,1,score válido,score válido,score válido
202305,A,X,80,,0,780,182,475,1,score válido,score válido,score válido
202305,A,Y,34,10k~20k,0,166,108,106,1,score válido,score válido,score válido
202305,B,Y,54,5k~10k,0,787,846,178,1,score válido,score válido,score válido
202305,B,Y,48,10k~20k,0,309,614,0,1,score válido,score válido,score válido
202305,B,Y,36,1k~3k,0,143,950,0,1,score válido,score válido,score válido
202305,A,Y,29,10k~20k,1,71,619,0,1,score válido,score válido,score válido
202305,B,X,80,3k~5k,1,37,670,0,1,score válido,score válido,score válido
202305,A,Y,49,3k~5k,0,841,348,457,1,score válido,score válido,score válido
202305,A,Y,105,30k+,0,842,741,258,1,score válido,score válido,score válido
202305,B,X,45,,0,23,574,0,1,score válido,score válido,score válido
202305,A,Y,91,10k~20k,0,713,141,493,1,score válido,score válido,score válido
202305,B,Y,67,10k~20k,1,246,138,217,1,score válido,score válido,score válido
202305,B,Y,104,10k~20k,1,215,636,0,1,score válido,score válido,score válido
202305,A,Y,102,5k~10k,1,558,257,397,1,score válido,score válido,score válido
202305,A,X,71,1k~3k,0,452,535,97,1,score válido,score válido,score válido
202305,A,Y,79,5k~10k,1,181,176,193,1,score válido,score válido,score válido
202305,B,Y,52,<1k,0,-1,407,0,1,score especial - óbito,score válido,score válido
202305,A,Y,52,<1k,1,315,860,0,1,score válido,score válido,score válido
202305,B,Y,100,20k~30k,0,399,685,0,1,score válido,score válido,score válido
202305,A,Y,24,5k~10k,0,470,477,123,1,score válido,score válido,score válido
202305,B,Y,60,<1k,0,402,481,87,1,score válido,score válido,score válido
202305,B,Y,41,1k~3k,0,374,375,117,1,score válido,score válido,score válido
202305,A,X,56,5k~10k,0,963,645,389,1,score válido,score válido,score válido
202305,B,X,16,,0,920,171,534,1,score válido,score válido,score válido
202305,A,Y,72,20k~30k,1,385,323,245,1,score válido,score válido,score válido
202305,B,X,33,3k~5k,1,941,673,513,1,score válido,score válido,score válido
202305,B,Y,76,1k~3k,0,77,717,0,1,score válido,score válido,score válido
202305,B,Y,25,3k~5k,0,2,884,0,1,score válido,score válido,score válido
202305,B,X,28,10k~20k,0,324,291,111,1,score válido,score válido,score válido
202305,A,X,71,20k~30k,0,177,850,0,1,score válido,score válido,score válido
202305,B,X,47,3k~5k,1,702,821,246,1,score válido,score válido,score válido
202305,B,Y,58,5k~10k,0,623,-1,418,1,score válido,score especial - sem cadastro na base,score válido
202305,B,Y,32,10k~20k,0,975,666,425,1,score válido,score válido,score válido
202305,A,X,43,20k~30k,0,752,763,196,1,score válido,score válido,score válido
202305,B,X,44,5k~10k,1,389,-2,321,1,score válido,score especial - no hit,score válido
202305,A,Y,17,30k+,1,261,483,87,1,score válido,score válido,score válido
202305,A,Y,46,1k~3k,0,45,952,0,1,score válido,score válido,score válido
202305,B,Y,29,5k~10k,0,257,953,0,1,score válido,score válido,score válido
202305,A,Y,63,3k~5k,1,174,735,0,1,score válido,score válido,score válido
202305,A,Y,101,,0,838,829,240,1,score válido,score válido,score válido
202305,B,Y,74,1k~3k,0,319,293,105,1,score válido,score válido,score válido
202305,B,Y,60,10k~20k,0,681,450,290,1,score válido,score válido,score válido
202305,A,X,94,,0,644,996,61,1,score válido,score válido,score válido
202305,B,Y,64,5k~10k,0,49,804,0,1,score válido,score válido,score válido
202305,A,Y,20,10k~20k,0,12,25,0,1,score válido,score válido,score válido
202305,B,Y,94,30k+,1,439,35,382,1,score válido,score válido,score válido
202305,B,Y,34,3k~5k,1,925,571,551,1,score válido,score válido,score válido
202305,B,Y,63,1k~3k,1,636,360,440,1,score válido,score válido,score válido
202305,A,Y,42,,1,856,220,622,1,score válido,score válido,score válido
202305,B,X,40,<1k,1,34,306,0,1,score válido,score válido,score válido
202305,B,X,70,3k~5k,1,372,959,0,1,score válido,score válido,score válido
202305,B,Y,62,3k~5k,1,49,308,47,1,score válido,score válido,score válido
202305,A,X,20,5k~10k,0,334,349,60,1,score válido,score válido,score válido
202305,B,Y,67,,1,277,440,106,1,score válido,score válido,score válido
202305,A,Y,73,<1k,1,921,143,665,1,score válido,score válido,score válido
202305,B,Y,94,10k~20k,0,817,377,474,1,score válido,score válido,score válido
202305,A,Y,47,<1k,1,805,639,394,1,score válido,score válido,score válido
202305,A,Y,26,1k~3k,0,15,244,0,1,score válido,score válido,score válido
202305,A,Y,92,10k~20k,0,503,615,120,1,score válido,score válido,score válido
202305,B,Y,53,1k~3k,0,88,229,3,1,score válido,score válido,score válido
202305,A,Y,16,5k~10k,0,865,783,234,1,score válido,score válido,score válido
202305,A,Y,91,,0,447,937,0,1,score válido,score válido,score válido
202305,B,Y,58,30k+,1,88,433,0,1,score válido,score válido,score válido
202305,A,X,33,20k~30k,1,984,963,395,1,score válido,score válido,score válido
202305,B,Y,23,1k~3k,0,281,658,0,1,score válido,score válido,score válido
202305,B,X,45,1k~3k,0,191,706,0,1,score válido,score válido,score válido
202305,A,Y,93,10k~20k,0,560,501,231,1,score válido,score válido,score válido
202305,B,Y,18,10k~20k,1,479,211,332,1,score válido,score válido,score válido
202305,B,Y,77,1k~3k,1,267,939,0,1,score válido,score válido,score válido
202305,B,X,60,3k~5k,0,735,970,132,1,score válido,score válido,score válido
202305,B,X,46,5k~10k,0,282,839,0,1,score válido,score válido,score válido
202305,A,Y,95,5k~10k,0,338,453,51,1,score válido,score válido,score válido
202305,B,Y,19,3k~5k,0,697,154,425,1,score válido,score válido,score válido
202305,A,X,53,1k~3k,0,567,71,400,1,score válido,score válido,score válido
202305,B,Y,27,3k~5k,0,281,494,7,1,score válido,score válido,score válido
202305,B,X,82,,1,922,291,662,1,score válido,score válido,score válido
202305,B,Y,42,3k~5k,0,716,854,184,1,score válido,score válido,score válido
202305,B,Y,27,5k~10k,0,295,535,0,1,score válido,score válido,score válido
202305,B,Y,71,5k~10k,1,862,920,341,1,score válido,score válido,score válido
202305,B,Y,38,10k~20k,1,306,720,38,1,score válido,score válido,score válido
202305,B,X,23,10k~20k,1,976,441,613,1,score válido,score válido,score válido
202305,A,Y,21,,0,907,738,348,1,score válido,score válido,score válido
202305,B,Y,36,5k~10k,0,395,968,0,1,score válido,score válido,score válido
202305,A,Y,17,,1,660,554,330,1,score válido,score válido,score válido
202305,B,Y,86,<1k,0,531,300,273,1,score válido,score válido,score válido
202305,B,X,18,3k~5k,0,815,359,430,1,score válido,score válido,score válido
202305,A,Y,56,5k~10k,0,861,613,405,1,score válido,score válido,score válido
202305,A,X,16,3k~5k,0,627,972,92,1,score válido,score válido,score válido
202305,B,X,67,,0,551,461,237,1,score válido,score válido,score válido
202305,B,X,60,1k~3k,0,333,703,0,1,score válido,score válido,score válido
202305,A,Y,20,3k~5k,0,899,162,530,1,score válido,score válido,score válido
202305,A,Y,71,30k+,1,602,613,239,1,score válido,score válido,score válido
202305,A,Y,100,10k~20k,0,58,729,0,1,score válido,score válido,score válido
202305,B,Y,17,10k~20k,1,665,411,377,1,score válido,score válido,score válido
202305,B,Y,31,3k~5k,1,205,629,27,1,score válido,score válido,score válido
202305,A,Y,88,3k~5k,1,132,211,109,1,score válido,score válido,score válido
202305,B,Y,102,5k~10k,1,986,448,648,1,score válido,score válido,score válido
202305,B,Y,74,1k~3k,0,896,822,311,1,score válido,score válido,score válido
202305,B,Y,53,5k~10k,1,725,183,505,1,score válido,score válido,score válido
202305,B,X,42,10k~20k,0,583,70,408,1,score válido,score válido,score válido
202305,B,X,59,<1k,0,379,690,0,1,score válido,score válido,score válido
202305,B,Y,18,5k~10k,0,309,299,154,1,score válido,score válido,score válido
202305,B,X,96,5k~10k,0,330,478,52,1,score válido,score válido,score válido
202305,A,Y,53,1k~3k,0,447,890,0,1,score válido,score válido,score válido
202305,A,Y,17,,1,335,156,271,1,score válido,score válido,score válido
202305,B,X,79,3k~5k,0,217,769,0,1,score válido,score válido,score válido
202305,B,X,30,30k+,0,912,497,391,1,score válido,score válido,score válido
202305,B,Y,60,1k~3k,0,757,27,479,1,score válido,score válido,score válido
202305,B,Y,54,10k~20k,0,638,162,398,1,score válido,score válido,score válido
202305,B,X,69,<1k,1,437,485,215,1,score válido,score válido,score válido
202305,A,X,50,<1k,0,803,208,420,1,score válido,score válido,score válido
202305,A,Y,74,1k~3k,1,152,342,52,1,score válido,score válido,score válido
202305,A,Y,50,10k~20k,0,130,687,0,1,score válido,score válido,score válido
202305,A,Y,50,,0,954,845,340,1,score válido,score válido,score válido
202305,B,Y,61,20k~30k,0,942,429,434,1,score válido,score válido,score válido
202305,B,Y,62,3k~5k,1,665,499,346,1,score válido,score válido,score válido
202305,A,Y,24,5k~10k,1,460,582,209,1,score válido,score válido,score válido
202305,B,Y,36,3k~5k,0,889,152,542,1,score válido,score válido,score válido
202305,A,Y,42,1k~3k,0,737,589,281,1,score válido,score válido,score válido
202305,A,Y,50,5k~10k,0,767,806,188,1,score válido,score válido,score válido
202305,B,Y,46,5k~10k,1,647,893,239,1,score válido,score válido,score válido
202305,A,Y,27,5k~10k,0,921,174,533,1,score válido,score válido,score válido
202305,A,Y,48,<1k,0,304,854,0,1,score válido,score válido,score válido
202305,B,Y,77,1k~3k,0,259,873,0,1,score válido,score válido,score válido
202305,A,Y,79,3k~5k,0,584,758,106,1,score válido,score válido,score válido
202305,B,X,94,3k~5k,0,344,816,0,1,score válido,score válido,score válido
202305,A,X,105,3k~5k,0,47,432,0,1,score válido,score válido,score válido
202305,A,Y,36,3k~5k,0,962,971,293,1,score válido,score válido,score válido
202305,B,X,45,10k~20k,1,903,712,447,1,score válido,score válido,score válido
202305,A,Y,62,1k~3k,0,0,242,0,1,score válido,score válido,score válido
202305,B,Y,36,,0,867,9,580,1,score válido,score válido,score válido
202305,A,Y,85,3k~5k,1,513,158,380,1,score válido,score válido,score válido
202305,B,Y,69,3k~5k,0,500,741,81,1,score válido,score válido,score válido
202305,B,X,54,<1k,0,159,860,0,1,score válido,score válido,score válido
202305,B,X,18,3k~5k,0,188,68,142,1,score válido,score válido,score válido
202305,B,Y,92,5k~10k,0,273,647,0,1,score válido,score válido,score válido
202305,A,X,57,10k~20k,0,552,356,191,1,score válido,score válido,score válido
202305,A,Y,95,10k~20k,1,478,579,204,1,score válido,score válido,score válido
202305,A,Y,79,5k~10k,0,269,846,0,1,score válido,score válido,score válido
202305,B,Y,16,3k~5k,0,804,416,391,1,score válido,score válido,score válido
202305,B,Y,96,5k~10k,0,345,171,189,1,score válido,score válido,score válido
202305,A,Y,17,,1,188,95,166,1,score válido,score válido,score válido
202305,A,Y,70,,1,407,999,12,1,score válido,score válido,score válido
202305,A,X,99,20k~30k,0,703,763,121,0,score válido,score válido,score válido
202305,B,Y,91,1k~3k,1,317,35,282,1,score válido,score válido,score válido
202305,A,Y,63,,0,312,154,192,1,score válido,score válido,score válido
202305,B,X,41,5k~10k,0,106,679,0,1,score válido,score válido,score válido
202305,A,X,74,3k~5k,0,92,411,0,1,score válido,score válido,score válido
202305,B,Y,81,5k~10k,0,286,613,0,1,score válido,score válido,score válido
202305,B,X,83,3k~5k,0,717,556,305,1,score válido,score válido,score válido
202305,A,Y,51,3k~5k,0,533,139,300,1,score válido,score válido,score válido
202305,A,Y,62,3k~5k,0,823,428,398,1,score válido,score válido,score válido
202305,B,Y,80,30k+,0,716,521,298,1,score válido,score válido,score válido
202305,B,Y,84,3k~5k,1,634,427,407,1,score válido,score válido,score válido
202305,B,Y,41,1k~3k,0,134,470,0,1,score válido,score válido,score válido
202305,A,Y,91,1k~3k,1,915,990,330,1,score válido,score válido,score válido
202305,B,Y,19,1k~3k,0,19,985,0,1,score válido,score válido,score válido
202305,B,Y,66,5k~10k,0,958,339,554,1,score válido,score válido,score válido
202305,A,Y,72,3k~5k,0,802,724,321,1,score válido,score válido,score válido
202305,A,X,39,5k~10k,0,244,218,114,1,score válido,score válido,score válido
202305,A,Y,105,,0,986,992,263,1,score válido,score válido,score válido
202305,B,Y,76,,0,443,402,138,1,score válido,score válido,score válido
202305,A,Y,30,3k~5k,0,803,575,313,1,score válido,score válido,score válido
202305,B,Y,62,1k~3k,0,932,368,507,1,score válido,score válido,score válido
202305,A,Y,85,<1k,0,493,139,310,1,score válido,score válido,score válido
202305,B,X,66,1k~3k,0,616,136,390,1,score válido,score válido,score válido
202305,B,Y,81,5k~10k,0,651,939,40,1,score válido,score válido,score válido
202305,B,Y,29,5k~10k,1,579,543,349,1,score válido,score válido,score válido
202305,B,Y,95,<1k,0,177,971,0,1,score válido,score válido,score válido
202305,A,Y,81,1k~3k,1,285,391,144,1,score válido,score válido,score válido
202305,A,X,75,<1k,0,98,463,0,1,score válido,score válido,score válido
202305,B,Y,80,10k~20k,1,430,202,306,1,score válido,score válido,score válido
202305,A,Y,83,1k~3k,0,177,86,52,1,score válido,score válido,score válido
202305,B,X,38,5k~10k,1,167,779,0,1,score válido,score válido,score válido
202305,B,Y,58,3k~5k,0,106,384,0,1,score válido,score válido,score válido
202305,A,Y,85,3k~5k,0,417,783,9,1,score válido,score válido,score válido
202305,A,X,39,5k~10k,0,83,436,0,1,score válido,score válido,score válido
202305,B,Y,34,3k~5k,0,727,924,142,1,score válido,score válido,score válido
202305,A,Y,103,1k~3k,0,900,882,294,1,score válido,score válido,score válido
202305,B,Y,80,3k~5k,1,306,818,0,1,score válido,score válido,score válido
202305,A,Y,80,20k~30k,0,838,789,247,1,score válido,score válido,score válido
202305,A,Y,24,5k~10k,1,585,651,233,1,score válido,score válido,score válido
202305,B,X,64,,0,400,869,0,1,score válido,score válido,score válido
202305,A,X,84,10k~20k,0,811,849,219,1,score válido,score válido,score válido
202305,B,Y,25,20k~30k,0,786,197,453,1,score válido,score válido,score válido
202305,A,Y,44,10k~20k,1,940,691,444,1,score válido,score válido,score válido
202305,B,X,99,3k~5k,0,940,831,311,1,score válido,score válido,score válido
202305,A,Y,41,20k~30k,0,694,740,152,1,score válido,score válido,score válido
202305,B,Y,56,5k~10k,0,912,-1,616,1,score válido,score especial - sem cadastro na base,score válido
202305,B,Y,50,1k~3k,0,45,610,0,1,score válido,score válido,score válido
202305,A,X,59,<1k,0,181,270,14,1,score válido,score válido,score válido
202305,A,X,41,3k~5k,1,299,769,6,1,score válido,score válido,score válido
202305,A,Y,70,5k~10k,0,791,735,259,1,score válido,score válido,score válido
202305,A,Y,51,3k~5k,0,33,90,0,1,score válido,score válido,score válido
202305,A,Y,84,5k~10k,0,756,320,371,1,score válido,score válido,score válido
202305,B,X,53,1k~3k,0,667,899,76,0,score válido,score válido,score válido
202305,B,X,22,20k~30k,1,877,473,500,1,score válido,score válido,score válido
202305,A,X,90,3k~5k,0,37,497,0,1,score válido,score válido,score válido
202305,A,Y,61,10k~20k,0,618,187,353,1,score válido,score válido,score válido
202305,A,X,81,30k+,1,90,161,133,1,score válido,score válido,score válido
202305,B,Y,68,1k~3k,1,46,47,115,1,score válido,score válido,score válido
202305,A,X,23,5k~10k,0,947,61,619,1,score válido,score válido,score válido
202305,B,Y,57,1k~3k,0,214,158,122,1,score válido,score válido,score válido
202305,A,X,26,<1k,1,181,-1,238,1,score válido,score especial - sem cadastro na base,score válido
202305,B,Y,54,<1k,0,874,995,193,1,score válido,score válido,score válido
202305,B,Y,17,,0,305,423,111,1,score válido,score válido,score válido
202305,B,X,91,<1k,1,846,396,531,1,score válido,score válido,score válido
202305,A,Y,26,5k~10k,0,667,578,282,1,score válido,score válido,score válido
202305,B,X,51,<1k,1,181,853,0,1,score válido,score válido,score válido
202305,B,X,21,10k~20k,1,515,657,146,1,score válido,score válido,score válido
202305,B,Y,84,3k~5k,0,658,198,303,1,score válido,score válido,score válido
202305,A,Y,55,1k~3k,0,720,740,285,1,score válido,score válido,score válido
202305,B,Y,18,5k~10k,0,477,122,296,1,score válido,score válido,score válido
202305,A,X,101,3k~5k,0,348,854,0,1,score válido,score válido,score válido
202305,B,Y,18,1k~3k,0,949,728,380,1,score válido,score válido,score válido
202305,A,Y,81,10k~20k,0,411,936,0,1,score válido,score válido,score válido
202305,A,Y,52,3k~5k,1,689,873,205,1,score válido,score válido,score válido
202305,A,Y,41,3k~5k,1,836,401,498,1,score válido,score válido,score válido
202305,A,Y,25,<1k,0,160,892,0,1,score válido,score válido,score válido
202305,A,Y,51,5k~10k,0,478,806,0,1,score válido,score válido,score válido
202305,B,X,72,5k~10k,0,548,436,231,1,score válido,score válido,score válido
202305,B,Y,22,10k~20k,0,566,689,110,1,score válido,score válido,score válido
202305,B,Y,46,3k~5k,0,140,149,59,1,score válido,score válido,score válido
202305,A,Y,92,20k~30k,1,16,525,0,1,score válido,score válido,score válido
202305,A,X,98,3k~5k,0,662,34,429,1,score válido,score válido,score válido
202305,A,X,102,10k~20k,1,618,399,389,1,score válido,score válido,score válido
202305,B,Y,74,1k~3k,0,697,621,274,1,score válido,score válido,score válido
202305,A,X,79,30k+,1,215,620,0,1,score válido,score válido,score válido
202305,B,X,24,3k~5k,0,331,357,41,1,score válido,score válido,score válido
202305,A,Y,33,10k~20k,1,566,69,448,1,score válido,score válido,score válido
202305,B,Y,53,20k~30k,0,48,634,0,1,score válido,score válido,score válido
202305,B,X,59,1k~3k,1,198,66,234,1,score válido,score válido,score válido
202305,A,Y,62,20k~30k,0,880,218,504,1,score válido,score válido,score válido
202305,B,Y,32,1k~3k,0,145,800,0,1,score válido,score válido,score válido
202305,A,Y,85,5k~10k,0,155,425,0,1,score válido,score válido,score válido
202305,A,X,102,5k~10k,0,718,1000,76,1,score válido,score válido,score válido
202305,A,Y,100,5k~10k,1,883,766,440,1,score válido,score válido,score válido
202305,B,X,30,10k~20k,0,971,393,558,1,score válido,score válido,score válido
202305,B,Y,20,20k~30k,1,835,91,668,1,score válido,score válido,score válido
202305,B,X,85,1k~3k,0,710,417,379,1,score válido,score válido,score válido
202305,B,X,96,1k~3k,0,885,119,582,1,score válido,score válido,score válido
202305,A,Y,63,<1k,1,496,684,135,1,score válido,score válido,score válido
202305,A,Y,102,10k~20k,0,284,86,156,1,score válido,score válido,score válido
202305,B,Y,94,3k~5k,0,718,943,83,1,score válido,score válido,score válido
202305,B,Y,33,1k~3k,1,401,377,225,1,score válido,score válido,score válido
202305,A,Y,97,3k~5k,0,370,12,238,0,score válido,score válido,score válido
202305,A,X,79,,0,420,825,5,1,score válido,score válido,score válido
202305,A,Y,36,5k~10k,0,621,338,290,1,score válido,score válido,score válido
202305,A,X,45,30k+,0,902,663,366,1,score válido,score válido,score válido
202305,B,Y,28,<1k,0,952,861,359,1,score válido,score válido,score válido
202305,A,Y,44,,0,651,39,390,1,score válido,score válido,score válido
202305,A,X,65,5k~10k,0,26,-1,74,1,score válido,score especial - sem cadastro na base,score válido
202305,B,Y,46,5k~10k,0,401,124,231,1,score válido,score válido,score válido
202305,B,Y,57,1k~3k,0,121,220,0,1,score válido,score válido,score válido
